,item_id,labels,en,es-CO,de,fr-CA,nl,context
550,MathEnjoy,survey,Do you enjoy doing math activities at school?,,Hast du Spaß am Fach Mathe?,nan,Vindt u het leuk om rekenactiviteiten op school te doen?,"MathEnjoy
"
551,ReadingGood,survey,Are you good at reading?,,Bist du gut im Lesen?,nan,Ben je goed in lezen?,"ReadingGood
"
552,MathGood,survey,Are you good at math?,,Bist du gut in Mathe?,nan,Ben jij goed in wiskunde?,"MathGood
"
553,GrowthMindSmart,survey,Some kids think they can get smarter if they work really hard. Do you think that you can get smarter if you work really hard?,,"Manche Kinder glauben, dass sie schlauer werden können, wenn sie sich anstrengen. Bist du auch der Meinung, dass du schlauer werden kannst, wenn du dich anstrengst?",nan,Sommige kinderen denken dat ze slimmer kunnen worden als ze heel hard werken. Denk jij dat je slimmer kunt worden als je heel hard werkt?,"GrowthMindSmart
"
554,GrowthMindRead,survey,Some kids think they can get better at reading if they work really hard. Do you think that you can get better at reading if you work really hard?,,"Manche Kinder glauben, dass sie besser lesen können, wenn sie sich richtig anstrengen. Bist du auch der Meinung, dass du besser lesen kannst, wenn du dich richtig anstrengst?",nan,Sommige kinderen denken dat ze beter kunnen worden in lezen als ze heel hard werken. Denk jij dat je beter kunt worden in lezen als je heel hard werkt?,"GrowthMindRead
"
555,GrowthMindMath,survey,Some kids think they can get better at math if they work really hard. Do you think that you can get better at math if you work really hard?,,"Manche Kinder glauben, dass sie in Mathematik besser werden können, wenn sie sich richtig anstrengen. Bist du auch der Meinung, dass man in Mathe besser wird, wenn man sich richtig anstrengt?",nan,Sommige kinderen denken dat ze beter worden in wiskunde als ze heel hard werken. Denk jij dat je beter wordt in wiskunde als je heel hard werkt?,"GrowthMindMath
"
556,ChildSurveyRespoonses,survey,"No, never; Yes, some of the time; Yes, most of the time; Yes, all of the time",,"Nein, nie; Ja, manchmal; Ja, meistens; Ja, immer",nan,"Nee, nooit; Ja, soms; Ja, meestal; Ja, de hele tijd","ChildSurveyRespoonses
"
557,ToM-scene7-instruct1,theory-of-mind,"Here is Diana. This morning at school, Diana put her toy in this drawer, because she didn’t want anyone to find it.",,"Das ist Diana. Als sie heute Morgen in die Schule kam, hat Diana ihr Spielzeug in diese Schublade gelegt, weil sie nicht wollte, dass es jemand findet.",nan,"Hier is Diana. Vanmorgen op school legde Diana haar speelgoed in deze la, omdat ze niet wilde dat iemand het zou vinden.","ToM-scene7-instruct1
"
558,ToM-scene7-instruct2,theory-of-mind,"But while Diana was outside, someone did find it! And moved it from inside the drawer, to inside the desk.",,"Aber während Diana draußen war, hat es jemand gefunden und aus der Schublade in den Schreibtisch gelegt.",nan,"Maar terwijl Diana buiten was, vond iemand het! En verplaatste het van binnen in de lade naar binnen in het bureau.","ToM-scene7-instruct2
"
559,ToM-scene7-instruct3,theory-of-mind,So now it’s playtime and Diana wants her toy.,,Nun haben die Kinder Zeit zum Spielen und Diana möchte ihr Spielzeug holen.,nan,Nu is het tijd om te spelen en Diana wil haar speeltje.,"ToM-scene7-instruct3
"
560,ToM-scene7-q1-false_belief,theory-of-mind,Where will Diana look for her toy?,,Wo wird Diana nach ihrem Spielzeug suchen?,nan,Waar zal Diana haar speeltje zoeken?,"ToM-scene7-q1-false_belief
"
561,ToM-scene7-q2-reality_check,theory-of-mind,And where is her toy really?,,Und wo ist ihr Spielzeug wirklich?,nan,En waar is haar speeltje eigenlijk?,"ToM-scene7-q2-reality_check
"
562,desk,theory-of-mind,In the desk,,Im Schreibtisch,nan,In het bureau,"desk
"
563,drawer,theory-of-mind,In the drawer,,In der Schublade,nan,In de lade,"drawer
"
564,ToM-scene8-instruct1,theory-of-mind,"This morning when she came to school, Allie put her yellow pencil on this shelf, above the backpack shelf.",,"Heute Morgen, als sie in die Schule kam, legte Linda ihren gelben Bleistift auf das Regal über dem Rucksackregal.",nan,"Toen Allie vanmorgen naar school kwam, legde ze haar gele potlood op dit plankje, boven het plankje van haar rugzak.","ToM-scene8-instruct1
"
565,ToM-scene8-instruct2,theory-of-mind,"And then she went outside to play, see? Here’s Allie playing outside. And while she was outside playing, Allie’s yellow pencil fell down from on top of the shelf to behind the backpack shelf, see?",,"Und dann ist sie nach draußen gegangen, um zu spielen, siehst du? Hier ist Linda beim Spielen draußen. Und während sie draußen spielte, fiel Lindas gelber Bleistift von von oben auf das regal und dann hinter das Rucksackregal, siehst du?",nan,"En toen ging ze naar buiten om te spelen, zie je? Hier is Allie buiten aan het spelen. En terwijl ze buiten aan het spelen was, viel Allie's gele potlood van boven op de plank naar achter de rugzakplank, zie je?","ToM-scene8-instruct2
"
566,ToM-scene8-instruct3,theory-of-mind,"Then Mike comes in, and Mike puts his pencil above the backpack shelf. Mike’s pencil is also yellow! But Allie is still outside playing, so she didn’t see what Mike was doing.",,"Dann kommt Tim herein, und Tim legt seinen Bleistift auf das Regal über dem Rucksackregal. Tims Bleistift ist auch gelb! Aber Linda ist noch draußen und spielt, deshalb hat sie nicht gesehen, was Tim gemacht hat.",nan,"Dan komt Mike binnen, en Mike legt zijn potlood boven de rugzakplank. Mike's potlood is ook geel! Maar Allie is nog steeds buiten aan het spelen, dus ze zag niet wat Mike deed.","ToM-scene8-instruct3
"
567,ToM-scene8-q1-false_belief,theory-of-mind,"Now, when Allie comes in from outside, where will she look first for her pencil?",,"Wenn Linda jetzt von draußen reinkommt, wo wird sie zuerst nach ihrem Bleistift suchen?",nan,"Als Allie van buiten binnenkomt, waar zal ze dan als eerste haar potlood zoeken?","ToM-scene8-q1-false_belief
"
568,top,theory-of-mind,On top of the shelf above the backpack shelf,,Oben auf dem Regal über dem Rucksackregal.,nan,Bovenop de plank boven de rugzakplank,"top
"
569,behind,theory-of-mind,Behind the backpack shelf,,Hinter dem Rucksackregal,nan,Achter de rugzakplank,"behind
"
570,ToM-scene-8-instruct4,theory-of-mind,"Let’s see what she does. Oh look, here is Allie reaching for this pencil up on top of the shelf. And now Mike sees Allie reaching for that pencil... the pencil that is Mike's!",,"Schauen wir mal, was sie macht. Oh, sieh mal, hier greift Linda nach dem Bleistift oben auf dem Regal. Und jetzt sieht Tim, wie Linda nach dem Bleistift greift... dem Bleistift, der Tim gehört!",nan,"Laten we eens kijken wat ze doet. Oh kijk, hier is Allie die naar dit potlood op de plank grijpt. En nu ziet Mike Allie naar dat potlood grijpen... het potlood dat van Mike is!","ToM-scene-8-instruct4
"
571,ToM-scene-8-q2-emotion_reasoning,theory-of-mind,How do you think Mike feels about Allie reaching for that pencil?,,"Was glaubst du, wie Tim sich fühlt, wenn Linda nach dem Bleistift greift?",nan,Wat denk je dat Mike ervan vindt dat Allie naar dat potlood grijpt?,"ToM-scene-8-q2-emotion_reasoning
"
572,ToM-scene-8-q3-emotion_reasoning,theory-of-mind,How do you think Mike would feel if he had not seen Allie reaching for the pencil?,,"Wie würde sich Tim wohl fühlen, wenn er nicht gesehen hätte, wie Linda nach dem Bleistift greift?",nan,Hoe denk je dat Mike zich zou hebben gevoeld als hij niet had gezien dat Allie naar het potlood greep?,"ToM-scene-8-q3-emotion_reasoning
"
573,ToM-scene-8-q4-false_belief,theory-of-mind,Is Allie being mean and naughty for taking Mike’s pencil?,,"Ist es gemein und frech von Linda, dass sie Tims Bleistift genommen hat?",nan,Is Allie gemeen en ondeugend omdat ze Mike's potlood heeft afgepakt?,"ToM-scene-8-q4-false_belief
"
574,ToM-scene-8-q5-false_belief,theory-of-mind,Should Allie get in trouble with the teacher for taking Mike’s pencil?,,"Sollte Linda Ärger mit der Lehrerin bekommen, weil sie Tims Bleistift genommen hat?",nan,Moet Allie problemen krijgen met de leraar omdat ze Mike's potlood heeft afgepakt?,"ToM-scene-8-q5-false_belief
"
575,ToM-scene-8-q6-reality_check,theory-of-mind,Can you help Mike find his pencil? Is it on top of the shelf or behind the shelf?,,"Kannst du Tim helfen, seinen Bleistift zu finden? Liegt er oben auf dem Regal oder hinter dem Rucksackregal?",nan,Kun jij Mike helpen zijn potlood te vinden? Ligt het boven op de plank of achter de plank?,"ToM-scene-8-q6-reality_check
"
576,ToM-scene-8-q7-reality_check,theory-of-mind,Can you help Allie find her pencil? Is it on top of the shelf or behind the shelf?,,"Kannst du Linda helfen, ihren Bleistift zu finden? Liegt er oben auf dem Regal oder hinter dem Rucksackregal?",nan,Kun jij Allie helpen haar potlood te vinden? Ligt het boven op de plank of achter de plank?,"ToM-scene-8-q7-reality_check
"
577,ToM-scene-9-instruct1,theory-of-mind,"This is Mark. Mark is playing a really silly game today and not saying any words all day long. Instead, Mark is drawing pictures. Mark is at the library, deciding which book he would like to read. Mom shows Mark two books, a book about cups and a book about hills.",,"Das ist Mark. Mark spielt heute ein wirklich albernes Spiel und sagt den ganzen Tag lang kein einziges Wort. Stattdessen malt Mark Bilder. Mark ist in der Bibliothek und überlegt, welches Buch er gerne lesen möchte. Mama zeigt Mark zwei Bücher, ein Buch über Tassen und ein Buch über Hügel.",nan,"Dit is Mark. Mark speelt vandaag een heel dom spelletje en zegt de hele dag geen woord. In plaats daarvan tekent Mark plaatjes. Mark is in de bibliotheek en beslist welk boek hij wil lezen. Moeder laat Mark twee boeken zien, een boek over bekers en een boek over heuvels.","ToM-scene-9-instruct1
"
578,ToM-scene-9-instruct2,theory-of-mind,"Mark draws a picture of a hill, to tell Mom that he wants to read the book about hills. But when Mark gives Mom the picture, she holds it upside-down, so that it looks like a cup!",,"Mark malt ein Bild von einem Hügel, um Mama zu sagen, dass er das Buch über Hügel lesen möchte. Aber als Mark Mama das Bild gibt, hält sie es verkehrt herum so dass es wie eine Tasse aussieht!",nan,"Mark tekent een plaatje van een heuvel, om mama te vertellen dat hij het boek over heuvels wil lezen. Maar als Mark mama het plaatje geeft, houdt ze het ondersteboven, zodat het op een kopje lijkt!","ToM-scene-9-instruct2
"
579,ToM-scene-9-q1-reality_check,theory-of-mind,What did Mark mean to draw?,,Was wollte Mark eigentlich zeichnen?,nan,Wat wilde Mark tekenen?,"ToM-scene-9-q1-reality_check
"
580,hill,theory-of-mind,A hill,,Einen Hügel,nan,Een heuvel,"hill
"
581,cup,theory-of-mind,A cup,,Eine Tasse,nan,Een kopje,"cup
"
582,ToM-scene-9-q2-false_belief,theory-of-mind,"When Mom sees the picture, what book will she give Mark? ",,"Wenn Mama das Bild sieht, welches Buch wird sie Mark geben?",nan,Welk boek zal mama aan Mark geven als ze de foto ziet? ,"ToM-scene-9-q2-false_belief
"
583,ToM-scene-9-q3-reality_check,theory-of-mind,What book does Mark really want? ,,Welches Buch will Mark wirklich?,nan,Welk boek wil Mark echt? ,"ToM-scene-9-q3-reality_check
"
584,hillsbook,theory-of-mind,The book about hills,,Das Buch über Hügel,nan,Het boek over heuvels,"hillsbook
"
585,cupbook,theory-of-mind,The book about cups,,Das Buch über Tassen,nan,Het boek over bekers,"cupbook
"
586,ToM-scene-9-q4-emotion_reasoning,theory-of-mind,"Look, Mom realized her mistake and gave Mark the book he really wanted! How do you think Mark feels about getting the book he wanted?",,"Sieh mal, Mama hat den Fehler erkannt und Mark das Buch gegeben, das er wirklich wollte! Was glaubst du, wie sich Mark fühlt, weil er das Buch bekommen hat, das er wollte?",nan,"Kijk, mama zag haar fout in en gaf Mark het boek dat hij echt wilde! Hoe denk je dat Mark zich voelt over het krijgen van het boek dat hij wilde?","ToM-scene-9-q4-emotion_reasoning
"
587,ToM-scene-10-instruct1,theory-of-mind,Teacher Sarah tells all of the kids to take one storybook from the bag that she brought. There is one storybook for every kid.,,"Lehrerin Sarah bittet alle Kinder, sich ein Bilderbuch aus der Tasche zu nehmen, die sie mitgebracht hat. Für jedes Kind gibt es ein Bilderbuch.",nan,Juf Sarah vertelt alle kinderen om een verhaalboek uit de tas te halen die ze heeft meegebracht. Er is één verhaalboek voor elk kind.,"ToM-scene-10-instruct1
"
588,ToM-scene-10-instruct2,theory-of-mind,"Now there are two storybooks left, and Brian and Megan are the last two kids without storybooks. But when Brian goes to get his storybook, he decides to take both storybooks, even though he knows that Megan doesn’t have a storybook yet, and that everyone is only supposed to have one. Brian hides the extra storybook in his desk.",,"Jetzt sind noch zwei Märchenbücher übrig, und Alexander und Tina sind die letzten beiden Kinder ohne Märchenbuch. Aber als Alexander sein Bilderbuch holen geht, beschließt er, beide Bilderbücher zu nehmen, obwohl er weiß, dass Tina noch kein Bilderbuch hat und dass jedes Kind nur eins haben darf. Alexander versteckt das zusätzliche Märchenbuch in seinem Schreibtisch.",nan,"Nu zijn er nog twee verhalenboeken over, en Brian en Megan zijn de laatste twee kinderen zonder verhalenboeken. Maar als Brian zijn verhalenboek gaat halen, besluit hij beide verhalenboeken mee te nemen, ook al weet hij dat Megan nog geen verhalenboek heeft, en dat iedereen er maar één zou moeten hebben. Brian verstopt het extra verhalenboek in zijn bureau.","ToM-scene-10-instruct2
"
589,ToM-scene-10-q1-emotion_reasoning,theory-of-mind,How does Megan feel about being the only child without a storybook?,,"Wie fühlt sich Tina, weil sie das einzige Kind ohne ein Märchenbuch ist?",nan,Hoe vindt Megan het om het enige kind te zijn zonder sprookjesboek?,"ToM-scene-10-q1-emotion_reasoning
"
590,ToM-scene-10-q2-emotion_reasoning,theory-of-mind,How would Megan feel if she received a book?,,"Wie würde sich Tina fühlen, wenn sie ein Buch bekommen würde?",nan,Hoe zou Megan zich voelen als ze een boek zou krijgen?,"ToM-scene-10-q2-emotion_reasoning
"
591,ToM-scene-10-instruct3,theory-of-mind,"Teacher Sarah asks Brian, “Is there a storybook leftover, so Megan can have one?” and Brian tells Teacher Sarah, “No, there is no storybook left. They are all being used right now.”",,"Lehrerin Sarah fragt Alexander: „Ist noch ein Märchenbuch übrig, damit Tina eins haben kann?“, und Alexander sagt zu Lehrerin Sarah: „Nein, es ist kein Märchenbuch übrig. Sie werden gerade alle benutzt.“",nan,"Juf Sarah vraagt Brian: ""Is er nog een sprookjesboek over, zodat Megan er eentje kan hebben?"" en Brian zegt tegen juf Sarah: ""Nee, er is geen sprookjesboek meer over. Ze worden nu allemaal gebruikt.""","ToM-scene-10-instruct3
"
592,ToM-scene-10-q3-reality_check,theory-of-mind,Is Brian lying?,,Lügt Alexander?,nan,Liegt Brian?,"ToM-scene-10-q3-reality_check
"
593,ToM-scene-10-q4-reality_check,theory-of-mind,"Is there still a storybook left, that isn’t being used right now?",,"Ist noch ein Märchenbuch übrig, das gerade nicht benutzt wird?",nan,Is er nog een sprookjesboek dat momenteel niet gebruikt wordt?,"ToM-scene-10-q4-reality_check
"
594,ToM-scene-10-instruct4,theory-of-mind,"Megan is sad that she doesn’t have a storybook, and asks Teacher Sarah, ""is there an extra storybook for me?"" Teacher Sarah says, “I’m so sorry Megan, but there are no storybooks left, they are all being used right now.”",,"Tina ist traurig, dass sie kein Märchenbuch hat, und fragt Lehrerin Sarah: „Gibt es ein zusätzliches Märchenbuch für mich?"" Lehrerin Sarah sagt: „Es tut mir so leid, Tina, aber es gibt keine Märchenbücher mehr, sie werden gerade alle benutzt.“",nan,,"ToM-scene-10-instruct4
"
595,ToM-scene-10-q5-false_belief,theory-of-mind,Is Teacher Sarah lying?,,Lügt Lehrerin Sarah?,nan,Liegt juf Sarah?,"ToM-scene-10-q5-false_belief
"
596,ToM-scene-10-q6-reality_check,theory-of-mind,"Is there still a storybook left, that isn’t being used right now?",,"Gibt es noch ein Märchenbuch, das gerade nicht benutzt wird?",nan,Is er nog een sprookjesboek dat momenteel niet gebruikt wordt?,"ToM-scene-10-q6-reality_check
"
597,ToM-scene-11-instruct1,theory-of-mind,"This is Josh. Earlier today, Josh was tidying his room. Josh put his big basketball on his desk, his medium-sized soccer ball on his table, and his small baseball down on the bottom shelf.",,"Das ist Karl. Heute früh hat Karl sein Zimmer aufgeräumt. Karl hat seinen großen Basketball auf den Schreibtisch gelegt, seinen mittelgroßen Fußball auf den Tisch und seinen kleinen Baseball auf das unterste Regal.",nan,"Dit is Josh. Eerder vandaag was Josh zijn kamer aan het opruimen. Josh legde zijn grote basketbal op zijn bureau, zijn middelgrote voetbal op zijn tafel en zijn kleine honkbal op de onderste plank.","ToM-scene-11-instruct1
"
598,ToM-scene-11-instruct2,theory-of-mind,"Josh’s mom just walked in and Josh asks his mom to get one of the toys. And Josh tells his mom, “I want the small ball!”",,"Karls Mutter kam gerade herein und Karl bat seine Mutter, eines der Spielzeuge zu holen. Und Karl sagt zu seiner Mutter: „Ich will den kleinen Ball!“",nan,"Josh's moeder komt net binnen en Josh vraagt zijn moeder om een van de speeltjes te pakken. En Josh zegt tegen zijn moeder: ""Ik wil de kleine bal!""","ToM-scene-11-instruct2
"
599,ToM-scene-11-q1-reference,theory-of-mind,Which ball will mom get for Josh?,,Welchen Ball wird Mama für Karl holen?,nan,Welke bal zal mama voor Josh kopen?,"ToM-scene-11-q1-reference
"
600,ToM-scene-11-q2-reality_check,theory-of-mind,Which ball does Josh want?,,Welchen Ball will Karl?,nan,Welke bal wil Josh?,"ToM-scene-11-q2-reality_check
"
601,baseball,theory-of-mind,The baseball,,Den Baseball,nan,De honkbal,"baseball
"
602,soccerball,theory-of-mind,The soccer ball,,Den Fußball,nan,De voetbal,"soccerball
"
603,basketball,theory-of-mind,A basketball,,Einen Basketball,nan,Een basketbal,"basketball
"
604,ToM-scene-11-q3-emotion_reasoning,theory-of-mind,Josh wanted the baseball but mom gave him the soccer ball! How do you think Josh feels about receiving the wrong toy?,,"Karl wollte den Baseball, aber Mama gab ihm den Fußball! Was denkst du, wie sich Karl fühlt, wenn er das falsche Spielzeug bekommt?",nan,"Josh wilde de honkbal, maar zijn moeder gaf hem de voetbal! Hoe denk je dat Josh zich voelt over het ontvangen van het verkeerde speeltje?","ToM-scene-11-q3-emotion_reasoning
"
605,ToM-scene-11-q4-emotion_reasoning,theory-of-mind,How do you think Josh would feel if he had received the correct toy?,,"Was denkst du, wie er sich fühlen würde, wenn er das richtige Spielzeug bekommen hätte?",nan,Hoe denk je dat Josh zich zou voelen als hij het juiste speeltje had gekregen?,"ToM-scene-11-q4-emotion_reasoning
"
606,ToM-scene-12-instruct1,theory-of-mind,"This morning, Dad asked Emma what toy she would like to take to school, and Emma told him that she would like to play with her green ball at recess.",,"Heute Morgen fragte Papa Emma, welches Spielzeug sie gerne mit in die Schule nehmen würde, und Emma sagte ihm, dass sie in der Pause gerne mit ihrem grünen Ball spielen würde.",nan,"Vanmorgen vroeg papa aan Emma welk speeltje ze mee naar school wilde nemen, en Emma vertelde hem dat ze tijdens de pauze met haar groene bal wilde spelen.","ToM-scene-12-instruct1
"
607,ToM-scene-12-instruct2,theory-of-mind,"Then Emma went to her room to get ready for school. While she was getting ready, she changed her mind, so she yelled to her dad, “Actually, may I please have my red ball instead?” and kept getting ready for school. But Dad did not hear Emma ask for her red ball.",,"Dann ging Emma in ihr Zimmer, um sich für die Schule fertig zu machen. Während sie sich fertig machte, änderte sie ihre Meinung und rief ihrem Vater zu: „Darf ich stattdessen meinen roten Ball haben?“ und machte sich weiter fertig für die Schule. Aber Papa hörte nicht, wie Emma nach ihrem roten Ball fragte.",nan,"Toen ging Emma naar haar kamer om zich klaar te maken voor school. Terwijl ze zich klaarmaakte, veranderde ze van gedachten, dus riep ze naar haar vader: ""Mag ik alsjeblieft mijn rode bal?"" en bleef zich klaarmaken voor school. Maar vader hoorde Emma niet om haar rode bal vragen.","ToM-scene-12-instruct2
"
608,ToM-scene-12-q1-false_belief,theory-of-mind,Which toy does Dad think Emma wants to bring to school?,,"Was glaubt Papa, welches Spielzeug Emma mit in die Schule nehmen möchte?",nan,Welk speelgoed wil Emma volgens papa mee naar school nemen?,"ToM-scene-12-q1-false_belief
"
609,ToM-scene-12-instruct3,theory-of-mind,"Dad didn’t hear Emma say she wants her red ball. So dad thinks Emma wants her green ball. Dad goes to pack Emma’s bag, but can’t find her green ball in the toy box! But dad finds a purple ball in the toy box, so he packs the purple ball for Emma instead.",,"Papa hat Emma nicht sagen hören, dass sie ihren roten Ball haben möchte. Deshalb denkt Papa, dass Emma ihren grünen Ball haben möchte. Papa geht los, um Emmas Tasche zu packen, kann aber ihren grünen Ball in der Spielzeugkiste nicht finden! Aber Papa findet einen lila Ball in der Spielzeugkiste, also packt er stattdessen den lila Ball für Emma ein.",nan,"Papa heeft Emma niet horen zeggen dat ze haar rode bal wil. Dus papa denkt dat Emma haar groene bal wil. Papa gaat Emma's tas inpakken, maar kan haar groene bal niet vinden in de speelgoedkist! Maar papa vindt een paarse bal in de speelgoedkist, dus hij pakt de paarse bal in plaats daarvan voor Emma in.","ToM-scene-12-instruct3
"
610,ToM-scene-12-q2-false_belief,theory-of-mind,Does Emma know that Dad packed the purple ball?,,"Weiß Emma, dass Papa den lila Ball eingepackt hat?",nan,Weet Emma dat papa de paarse bal heeft ingepakt?,"ToM-scene-12-q2-false_belief
"
611,ToM-scene-12-q3-false_belief,theory-of-mind,Which ball does Emma think Dad packed?,,"Welchen Ball, glaubt Emma, hat Papa eingepackt?",nan,Welke bal denkt Emma dat papa heeft ingepakt?,"ToM-scene-12-q3-false_belief
"
612,greenball,theory-of-mind,The green ball,,Den grünen Ball,nan,De groene bal,"greenball
"
613,redball,theory-of-mind,The red ball,,Den roten Ball,nan,De rode bal,"redball
"
614,purpleball,theory-of-mind,The purple ball,,Den lila Ball,nan,De paarse bal,"purpleball
"
615,ToM-scene-12-instruct4,theory-of-mind,"On the way to school, Dad tells Emma, “I’m so sorry, I couldn’t pack the toy that you wanted because I couldn’t find it”.",,"Auf dem Weg zur Schule sagt Papa zu Emma: „Es tut mir so leid, ich konnte das Spielzeug, das du dir gewünscht hast, nicht einpacken, weil ich es nicht finden konnte“.",nan,"Op weg naar school zegt papa tegen Emma: ""Het spijt me zo, maar ik kon het speelgoed dat je wilde hebben niet inpakken, omdat ik het niet kon vinden.""","ToM-scene-12-instruct4
"
616,ToM-scene-12-q4-reality_check,theory-of-mind,What toy does Emma want?,,Welches Spielzeug wünscht sich Emma?,nan,Welk speeltje wil Emma?,"ToM-scene-12-q4-reality_check
"
617,ToM-scene-12-q5-reality_check,theory-of-mind,What toy did Dad pack for Emma?,,Welches Spielzeug hat Papa für Emma eingepackt?,nan,Welk speelgoed heeft papa voor Emma ingepakt?,"ToM-scene-12-q5-reality_check
"
618,ToM-scene-12-instruct5,theory-of-mind,Emma is very happy to play with her ball.,,"Emma ist sehr glücklich, mit ihrem Ball zu spielen.",nan,Emma speelt graag met haar bal.,"ToM-scene-12-instruct5
"
619,ToM-scene13-instruct1,theory-of-mind,"Here is Gabriel. This afternoon at school, Gabriel put his pencil in his pencil box.",,Das ist Gabriel. Heute Nachmittag in der Schule hat Gabriel seinen Bleistift in seine Federtasche gelegt.,nan,Hier is Gabriel. Vanmiddag op school deed Gabriel zijn potlood in zijn pennendoos.,"ToM-scene13-instruct1
"
620,ToM-scene13-instruct2,theory-of-mind,"But while Gabriel was outside, someone used his pencil! After using Gabriel’s pencil, the person put the pencil in a basket.",,"Aber während Gabriel draußen war, hat jemand seinen Bleistift benutzt! Nachdem die Person Gabriels Bleistift benutzt hatte, legte sie ihn in einen Korb.",nan,"Maar terwijl Gabriel buiten was, gebruikte iemand zijn potlood! Nadat hij Gabriels potlood had gebruikt, legde de persoon het potlood in een mandje.","ToM-scene13-instruct2
"
621,ToM-scene13-instruct3,theory-of-mind,"So now it’s time for class, and Gabriel wants his pencil.",,"Jetzt ist es Zeit für den Unterricht, und Gabriel sucht seinen Bleistift.",nan,"Nu is het tijd voor de les, en Gabriel wil zijn potlood.","ToM-scene13-instruct3
"
622,ToM-scene13-q1-false_belief,theory-of-mind,Where will Gabriel look for his pencil?,,Wo wird Gabriel nach seinem Bleistift suchen?,nan,Waar zal Gabriel zijn potlood zoeken?,"ToM-scene13-q1-false_belief
"
623,box,theory-of-mind,In the box,,In der Federtasche,nan,In de doos,"box
"
624,basket,theory-of-mind,In the basket,,Im Korb,nan,In de mand,"basket
"
625,ToM-scene13-q2-reality_check,theory-of-mind,And where is his pencil really?,,Und wo ist sein Bleistift wirklich?,nan,En waar is zijn potlood eigenlijk?,"ToM-scene13-q2-reality_check
"
626,ToM-scene14-instruct1,theory-of-mind,"This afternoon when he came home, Bobby put his soccer ball on the table.",,"Als er heute Nachmittag nach Hause kam, hat Bobby seinen Fußball auf den Tisch gelegt.",nan,"Toen Bobby vanmiddag thuiskwam, legde hij zijn voetbal op tafel.","ToM-scene14-instruct1
"
627,ToM-scene14-instruct2,theory-of-mind,"And then he went outside to play, see? Here’s Bobby playing outside. And while he was outside playing, Bobby’s soccer ball fell off the table and onto the floor.",,"Und dann ging er nach draußen, um zu spielen, siehst du? Hier ist Bobby beim Spielen im Freien. Und während er draußen spielte, fiel Bobbys Fußball vom Tisch auf den Boden.",nan,"En toen ging hij naar buiten om te spelen, zie je? Hier is Bobby aan het buitenspelen. En terwijl hij buiten aan het spelen was, viel Bobby's voetbal van de tafel op de grond.","ToM-scene14-instruct2
"
628,ToM-scene14-instruct3,theory-of-mind,"Then Bobby’s sister Anna comes in. Anna also has a soccer ball! Anna puts her soccer ball on the table. Bobby is still outside playing, so he didn’t see what Anna was doing.",,"Dann kommt Bobbys Schwester Anna herein. Anna hat auch einen Fußball! Anna legt ihren Fußball auf den Tisch. Bobby ist immer noch draußen und spielt, deshalb hat er nicht gesehen, was Anna gemacht hat.",nan,"Dan komt Bobby's zus Anna binnen. Anna heeft ook een voetbal! Anna legt haar voetbal op tafel. Bobby is nog buiten aan het spelen, dus hij heeft niet gezien wat Anna aan het doen was.","ToM-scene14-instruct3
"
629,ToM-scene14-q1-false_belief,theory-of-mind,"Now, when Bobby comes in from outside, where will he look first for his soccer ball?",,"Wenn Bobby jetzt von draußen reinkommt, wo wird er zuerst nach seinem Fußball suchen?",nan,"Als Bobby van buiten binnenkomt, waar zal hij dan als eerste naar zijn voetbal zoeken?","ToM-scene14-q1-false_belief
"
630,table,theory-of-mind,On the table,,Auf dem Tisch,nan,Op tafel,"table
"
631,floor,theory-of-mind,On the floor,,Auf dem Boden,nan,Op de vloer,"floor
"
632,ToM-scene-14-instruct4,theory-of-mind,"Let’s see what he does. Oh look, here is Bobby reaching for the soccer ball on the table. And now Anna sees Bobby reaching for that soccer ball... the soccer ball that is Anna's!",,"Schauen wir mal, was er macht. Oh, sieh mal, hier ist Bobby, der nach dem Fußball auf dem Tisch greift. Und jetzt sieht Anna, wie Bobby nach dem Fußball greift ... dem Fußball, der Anna gehört!",nan,"Laten we eens kijken wat hij doet. Oh kijk, hier is Bobby die naar de voetbal op tafel grijpt. En nu ziet Anna Bobby naar die voetbal grijpen... de voetbal die van Anna is!","ToM-scene-14-instruct4
"
633,ToM-scene-14-q2-emotion_reasoning,theory-of-mind,How do you think Anna feels about Bobby reaching for that soccer ball?,,"Was denkst du, wie Anna sich fühlt, wenn Bobby nach dem Fußball greift?",nan,Wat denk je dat Anna ervan vindt dat Bobby naar de voetbal grijpt?,"ToM-scene-14-q2-emotion_reasoning
"
634,ToM-scene-14-q3-emotion_reasoning,theory-of-mind,How do you think Anna would feel if she had not seen Bobby reaching for the soccer ball?,,"Was denkst du, wie Anna sich fühlen würde, wenn sie nicht gesehen hätte, wie Bobby nach dem Fußball gegriffen hat?",nan,Hoe denk je dat Anna zich zou voelen als ze niet had gezien dat Bobby naar de voetbal greep?,"ToM-scene-14-q3-emotion_reasoning
"
635,ToM-scene-14-q4-false_belief,theory-of-mind,Is Bobby being mean and naughty for taking Anna’s soccer ball?,,"Ist Bobby gemein und frech, weil er Annas Fußball genommen hat?",nan,Is Bobby gemeen en ondeugend omdat hij Anna's voetbal heeft afgepakt?,"ToM-scene-14-q4-false_belief
"
