identifier,labels,text,en,es-CO,de,fr-CA,nl,de-CH,es-AR,en-GH
HomeNSCHi7c,parent_survey_family,"In your neighborhood, is there a community center or recreation center where families get together?",Does your neighborhood have a community center or recreation center where families get together?,¿En su vecindario hay un centro de recreación o centro comunitario donde se reúnen las familias?,"Gibt es in Ihrer Nachbarschaft ein Gemeindezentrum oder ein Freizeitzentrum, in dem sich Familien treffen?","Dans votre quartier, y a-t-il un centre communautaire ou un centre de loisirs où les familles se réunissent?",Is er in uw buurt een gemeenschapscentrum of recreatiecentrum waar gezinnen samenkomen?,"Gibt es in Ihrer Nachbarschaft ein Gemeindezentrum oder ein Freizeitzentrum, in dem sich Familien treffen?",¿En su vecindario hay un centro de recreación o centro comunitario donde se reúnen las familias?,"In your area, abi there a community center or recreation center where ebi socialization station?"
HomeNSCHi7c,parent_survey_family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
HomeNSCHi7c,parent_survey_family,No,No,No,No,No,No,No,No,No
HomeNSCHi7d,parent_survey_family,"In your neighborhood, is there a library or other place to get free books?",Is there a library or other place to get free books in your neighborhood?,¿En su vecindario hay una biblioteca o un lugar donde conseguir libros gratis?,"Gibt es in Ihrer Nachbarschaft eine Bibliothek oder einen anderen Ort, an dem man kostenlose Bücher erhalten kann?","Dans votre quartier, y a-t-il une bibliothèque ou un autre endroit pour obtenir des livres gratuits?",Is er in uw buurt een bibliotheek of andere plek om gratis boeken te krijgen?,"Gibt es in Ihrer Nachbarschaft eine Bibliothek oder einen anderen Ort, an dem man kostenlose Bücher erhalten kann?",¿En su vecindario hay una biblioteca o un lugar donde conseguir libros gratis?,"In your area, be there library or place weh dem give books for free?"
HomeNSCHi7d,parent_survey_family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
HomeNSCHi7d,parent_survey_family,No,No,No,No,No,No,No,No,No
HomeNSCHi7e,parent_survey_family,"In your neighborhood, is there litter or garbage on the street or sidewalk?",Is there litter or garbage on the street or sidewalk in your neighborhood?,¿En su vecindario hay basura o desperdicios en las calles o aceras?,Gibt es in Ihrer Nachbarschaft Abfall oder Müll auf der Straße oder dem Gehweg?,"Dans votre quartier, y a-t-il des déchets ou des ordures sur la rue ou le trottoir?",Is er in uw buurt afval of zwerfvuil op de straat of stoep?,Gibt es in Ihrer Nachbarschaft Abfall oder Müll auf der Straße oder dem Gehweg?,¿En su vecindario hay basura o desperdicios en las calles o aceras?,"In your area, litter or garbage dey for street or sidewalk itop?"
HomeNSCHi7e,parent_survey_family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
HomeNSCHi7e,parent_survey_family,No,No,No,No,No,No,No,No,No
HomeNSCHi7f,parent_survey_family,In your neighborhood is there poorly kept or rundown housing?,Are there poorly kept or rundown housing in your neighborhood?,¿En su vecindario hay viviendas deterioradas o en mal estado?,Gibt es in Ihrer Nachbarschaft schlecht erhaltene oder heruntergekommene Wohnungen?,"Dans votre quartier, y a-t-il des maisons mal entretenues ou délabrées?",Zijn er in uw buurt slecht onderhouden of vervallen woningen?,Gibt es in Ihrer Nachbarschaft schlecht erhaltene oder heruntergekommene Wohnungen?,¿En su vecindario hay viviendas deterioradas o en mal estado?,"In your place, some of the houses dem no dey in good condition?"
HomeNSCHi7f,parent_survey_family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
HomeNSCHi7f,parent_survey_family,No,No,No,No,No,No,No,No,No
HomeNSCHi7g,parent_survey_family,"In your neighborhood, is there vandalism such as broken windows or graffiti?",Is there vandalism such as broken windows or graffiti in your neighborhood?,"¿En su vecindario hay vandalismo, como romper ventanas o pintar grafitis?",Gibt es in Ihrer Nachbarschaft Vandalismus wie z.B. eingeschlagene Fensterscheiben oder Graffiti?,"Dans votre quartier, y a-t-il du vandalisme tel que des vitres cassées ou des graffitis?","Is er in uw buurt sprake van vandalisme, zoals gebroken ramen of graffiti?",Gibt es in Ihrer Nachbarschaft Vandalismus wie z.B. eingeschlagene Fensterscheiben oder Graffiti?,"¿En su vecindario hay vandalismo, como romper ventanas o pintar grafitis?","For your place, dem dey vandalize things like dem break windows or put graffiti?"
HomeNSCHi7g,parent_survey_family,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
HomeNSCHi7g,parent_survey_family,No,No,No,No,No,No,No,No,No
HomeNSCHi8items,parent_survey_family,To what extent do you agree with these statements about your neighborhood or community?,To what extent do you agree with these statements about your neighborhood or community?,¿En qué medida está de acuerdo con estas afirmaciones sobre su vecindario o comunidad?,Inwieweit stimmen Sie diesen Aussagen über Ihre Nachbarschaft oder Gemeinde zu?,Dans quelle mesure êtes-vous d'accord avec ces déclarations sur votre quartier ou communauté?,In hoeverre bent u het eens met deze uitspraken over uw buurt of gemeenschap?,Inwieweit stimmen Sie diesen Aussagen über Ihre Nachbarschaft oder Gemeinde zu?,¿En qué medida está de acuerdo con estas afirmaciones sobre su vecindario o comunidad?,To which level you kind of dey agree with these things wey you hear about your neighborhood or town?
HomeNSCHi8items,parent_survey_family,Definitely Agree,Definitely Agree,Definitivamente de acuerdo,Voll und ganz zustimmen,Tout à fait d'accord,Helemaal mee eens,Voll und ganz zustimmen,Definitivamente de acuerdo,Absolutely Agree
HomeNSCHi8items,parent_survey_family,Somewhat Agree,Somewhat Agree,Algo de acuerdo,Eher zustimmen,Plutôt d'accord,Enigszins mee eens,Eher zustimmen,Algo de acuerdo,More or less Agree
HomeNSCHi8items,parent_survey_family,Somewhat Disagree,Somewhat Disagree,Algo en descuerdo,Eher nicht zustimmen,Plutôt en désaccord,Enigszins mee oneens,Eher nicht zustimmen,Algo en descuerdo,More or less Disagree
HomeNSCHi8items,parent_survey_family,Definitely Disagree,Definitely Disagree,Definitivamente en desacuerdo,Überhaupt nicht zustimmen,Pas du tout d'accord,Helemaal mee oneens,Überhaupt nicht zustimmen,Definitivamente en desacuerdo,Absolutely Disagree
HomeNSCHi8items,parent_survey_family,People in your neighborhood help each other out.,People in your neighborhood help each other out.,La gente de su vecindario se ayuda mutuamente.,Die Menschen in deiner Nachbarschaft helfen sich gegenseitig.,Les gens dans votre quartier s'entraident.,Mensen in uw buurt helpen elkaar.,Die Menschen in deiner Nachbarschaft helfen sich gegenseitig.,La gente de su vecindario se ayuda mutuamente.,The people for your place dey like help each other.
HomeNSCHi8items,parent_survey_family,People in your neighborhood watch out for each other's children.,People in your neighborhood watch out for each other's children.,La gente de su vecindario cuida mutuamente de nuestros niños(as).,Die Menschen in Ihrer Nachbarschaft passen auf die Kinder der anderen auf.,Les gens dans votre quartier veillent sur les enfants des uns et des autres.,Mensen in uw buurt letten op elkaars kinderen.,Die Menschen in Ihrer Nachbarschaft passen auf die Kinder der anderen auf.,La gente de su vecindario cuida mutuamente de nuestros niños(as).,The people for your area dey watch out for each other their children.
HomeNSCHi8items,parent_survey_family,Your child is safe in your neighborhood.,Your child is safe in your neighborhood.,Su niño(a) está seguro(a) en su vecindario.,Ihr Kind ist in Ihrer Nachbarschaft sicher.,Votre enfant est en sécurité dans votre quartier.,Uw kind is veilig in uw buurt.,Ihr Kind ist in Ihrer Nachbarschaft sicher.,Su niño(a) está seguro(a) en su vecindario.,Your child dey safe for your place.
HomeNSCHi8items,parent_survey_family,"When you encounter difficulties, you know where to go for help in your community.","When you encounter difficulties, you know where to go for help in your community.","Ustedes saben a quién acudir en su comunidad para buscar ayuda, cuando enfrentan dificultades.","Wenn Sie auf Schwierigkeiten stoßen, wissen Sie, an wen Sie sich in Ihrer Gemeinde wenden können, um Hilfe zu erhalten.","Quand vous rencontrez des difficultés, vous savez où aller chercher de l'aide dans votre communauté.","Wanneer u moeilijkheden tegenkomt, weet u waar u in uw gemeenschap terecht kunt voor hulp.","Wenn Sie auf Schwierigkeiten stoßen, wissen Sie, an wen Sie sich in Ihrer Gemeinde wenden können, um Hilfe zu erhalten.","Ustedes saben a quién acudir en su comunidad para buscar ayuda, cuando enfrentan dificultades.","When you face challenges, you know the nose tap wey you go poke for help from the society."
HomeNSCHi8items,parent_survey_family,Your child is safe at school.,Your child is safe at school.,Su niño(a) está seguro(a) en la escuela.,Ihr Kind ist in der Schule sicher.,Votre enfant est en sécurité à l'école.,Uw kind is veilig op school.,Ihr Kind ist in der Schule sicher.,Su niño(a) está seguro(a) en la escuela.,Your child dey safe for school.
HomeFood,parent_survey_family,"These are statements people have made about their food situation. For these statements, please mark whether the statement was often true, sometimes true, or never true for your household in the <b>last 12 months</b>.","These are statements people have made about their food situation. For these statements, please mark whether the statement was often true, sometimes true, or never true for your household in the <b>last 12 months</b>.","Estas son declaraciones que las personas han hecho sobre situaciones alimentarias. Para cada uno, favor de indicar si ha ocurrido frecuentemente, a veces, o nunca (a Ud. / en su hogar) en <b>los últimos 12 meses</b>.","Dies sind Aussagen, die Menschen über ihre Ernährungssituation gemacht haben. Bitte kreuzen Sie für diese Aussagen an, ob die Aussage in den <b>letzten 12 Monaten</b> für Ihren Haushalt oft, manchmal oder nie stimmte.","Ce sont des affirmations que les gens ont faites concernant leur situation alimentaire. Pour ces déclarations, indiquez s'il était souvent vrai, parfois vrai ou jamais vrai pour votre foyer au cours <b>des 12 derniers mois</b>.","Dit zijn uitspraken die mensen hebben gedaan over hun voedselsituatie. Voor deze uitspraken, markeer of de uitspraak vaak waar, soms waar of nooit waar was voor uw huishouden in de <b>afgelopen 12 maanden</b>.","Dies sind Aussagen, die Menschen über ihre Ernährungssituation gemacht haben. Bitte kreuzen Sie für diese Aussagen an, ob die Aussage in den <b>letzten 12 Monaten</b> für Ihren Haushalt oft, manchmal oder nie stimmte.","Estas son declaraciones que las personas han hecho sobre situaciones alimentarias. Para cada uno, favor de indicar si ha ocurrido frecuentemente, a veces, o nunca (a Ud. / en su hogar) en <b>los últimos 12 meses</b>.","These things be what dem say about their food place. For these things, mark if dem always true, sometimes true, or never true for your household within <b>last 12 months</b>."
